District,latitude,longitude,Elevation(m),Soil_Type,Soil_porosity(P_sq),Month,Year,Rainfall,precipitation,temperature,diurnal temp range,vapour pressure,Prev_GWL
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2017,2.1,16.7,19.5,13.6,13.1,7.58
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2017,9.87,13.9,35.1,14.1,18.2,9.73
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2017,278.42,381.8,27.9,6.2,30.9,3.5
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2017,0.73,4.4,22.9,13,16.6,5.03
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2018,0,5.6,19.3,13.6,12.6,6.79
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2018,23.59,13.7,34.6,14.1,17.4,9.31
Bilaspur,22.08,82.14,207,sandy loamy,0.45,7,2018,336.3,444.6,27.5,6.8,30.1,7.7
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2018,318.34,409,27.3,6.2,29.9,3.98
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2018,0,2.2,23.6,13,16.8,6.96
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2019,24.5,14,18.7,13.6,12.5,6.42
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2019,8.85,10.7,35.2,14.1,18.5,9.72
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2019,407.07,568.4,27.5,6.2,30.1,3.46
Bilaspur,22.08,82.14,207,sandy loamy,0.45,9,2019,425.24,261.6,27.2,7.5,28.4,10.17
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2019,0,2.4,23.5,13,17.1,5.26
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2020,58,28.3,19.2,13.6,12.7,4.21
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2020,525.76,409.8,27.4,6.2,30.3,2.56
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2020,6.59,4.9,23.2,13,16.7,5.22
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2021,6.72,9.7,20.8,13.6,14,6.68
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2021,240.7,383.3,27.9,6.2,30.9,5.88
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2021,7.45,5.2,23.5,13,17,4.96
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2022,22.12,21,18.7,13.6,12.4,5.58
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2022,21.42,17.3,34.4,14.1,17.3,7.99
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2022,454.69,462.9,27.9,6.2,30.9,2.77
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2022,0,4,22.6,13,16,4.28
Sarguja,22.95,83.16,623,Laterite,0.43,11,1974,5.5,5.6,19.4,13,14.5,3.7
Sarguja,22.95,83.16,623,Laterite,0.43,2,1975,9.68,19.1,19,14.4,11.4,7.4
Sarguja,22.95,83.16,623,Laterite,0.43,4,1975,1.27,4.9,29.3,15.9,14.8,5.35
Sarguja,22.95,83.16,623,Laterite,0.43,5,1975,1.6,8.9,32.3,14.9,18.3,10.6
Sarguja,22.95,83.16,623,Laterite,0.43,6,1975,151.21,229.5,29.5,11.2,23.7,6.6
Sarguja,22.95,83.16,623,Laterite,0.43,10,1975,121.31,74.7,24.4,10.6,21.8,2.44
Sarguja,22.95,83.16,623,Laterite,0.43,2,1976,8.87,7.7,19.5,14.3,12.5,5.17
Sarguja,22.95,83.16,623,Laterite,0.43,3,1976,1.45,4.1,24.1,15.3,13,9.6
Sarguja,22.95,83.16,623,Laterite,0.43,5,1976,11.65,13.2,31.1,14.9,16.5,8.71
Sarguja,22.95,83.16,623,Laterite,0.43,10,1976,0.61,12,24.2,11.4,20.6,2.68
Sarguja,22.95,83.16,623,Laterite,0.43,12,1976,0.21,1.1,17,14.8,11.1,3.08
Sarguja,22.95,83.16,623,Laterite,0.43,3,1977,2.06,2.6,25.2,15.5,13.7,6.52
Sarguja,22.95,83.16,623,Laterite,0.43,5,1977,34.67,70.3,29.8,14.7,15.4,8.79
Sarguja,22.95,83.16,623,Laterite,0.43,10,1977,25.59,68,23.5,11,20,4.52
Sarguja,22.95,83.16,623,Laterite,0.43,11,1977,41.04,29.9,21.2,12.7,16.5,1.05
Sarguja,22.95,83.16,623,Laterite,0.43,2,1978,34.28,80,18.3,14.2,11.1,5.45
Sarguja,22.95,83.16,623,Laterite,0.43,3,1978,21.43,38,22.5,15.7,10.7,4.58
Sarguja,22.95,83.16,623,Laterite,0.43,5,1978,5.14,10,31.9,14.8,18,8.05
Sarguja,22.95,83.16,623,Laterite,0.43,6,1978,260.92,418,29.6,11.1,23.7,8.18
Sarguja,22.95,83.16,623,Laterite,0.43,10,1978,32.06,50.5,23.8,10.7,20.6,2.73
Sarguja,22.95,83.16,623,Laterite,0.43,11,1978,2.98,2.9,21,13.2,16.1,1.79
Sarguja,22.95,83.16,623,Laterite,0.43,1,1979,23.34,16.8,17.2,14.2,12,5.32
Sarguja,22.95,83.16,623,Laterite,0.43,2,1979,14.54,20.9,18.2,14,11,5.25
Sarguja,22.95,83.16,623,Laterite,0.43,3,1979,0.86,2.5,23.2,15.6,11.6,4.54
Sarguja,22.95,83.16,623,Laterite,0.43,5,1979,0.35,5.3,31.6,15.3,17.8,8.87
Sarguja,22.95,83.16,623,Laterite,0.43,10,1979,10.81,23.6,24.6,11.2,21.7,3.52
Sarguja,22.95,83.16,623,Laterite,0.43,2,1980,13.74,21.7,19.9,14,12.3,7.42
Sarguja,22.95,83.16,623,Laterite,0.43,3,1980,14.55,15.5,24,15,12.6,10.06
Sarguja,22.95,83.16,623,Laterite,0.43,5,1980,5.98,7.8,32.1,14.9,17.6,8.78
Sarguja,22.95,83.16,623,Laterite,0.43,9,1980,264.21,152.5,25.8,7.8,26.5,2.31
Sarguja,22.95,83.16,623,Laterite,0.43,10,1980,37.63,22.4,23.9,10.9,20.9,3.7
Sarguja,22.95,83.16,623,Laterite,0.43,11,1980,0,0.7,20.1,13.5,14.5,3.6
Sarguja,22.95,83.16,623,Laterite,0.43,12,1980,2.26,10,17.1,14,12.4,3.6
Sarguja,22.95,83.16,623,Laterite,0.43,3,1981,5.88,38.8,23.2,14.9,12.1,7.67
Sarguja,22.95,83.16,623,Laterite,0.43,6,1981,110.18,136.1,30.4,11,24.6,8.64
Sarguja,22.95,83.16,623,Laterite,0.43,11,1981,0.67,4.8,19.5,13.8,13.8,4.41
Sarguja,22.95,83.16,623,Laterite,0.43,3,1982,38.13,70.5,22.5,14.9,10.9,6.52
Sarguja,22.95,83.16,623,Laterite,0.43,6,1982,121.19,174.6,29.9,11.4,23.1,8.93
Sarguja,22.95,83.16,623,Laterite,0.43,11,1982,5.11,14.6,20,13.2,14.6,3.77
Sarguja,22.95,83.16,623,Laterite,0.43,2,1983,33.47,17,19,13.8,11.4,9.03
Sarguja,22.95,83.16,623,Laterite,0.43,3,1983,2.32,6.4,23.8,14.9,12.5,6.92
Sarguja,22.95,83.16,623,Laterite,0.43,5,1983,40.72,43.1,30.9,14.9,16.2,7.2
Sarguja,22.95,83.16,623,Laterite,0.43,6,1983,123.9,138.3,31.1,11.5,25.1,9.78
Sarguja,22.95,83.16,623,Laterite,0.43,9,1983,275.51,198.7,25.6,7.7,26.4,4.12
Sarguja,22.95,83.16,623,Laterite,0.43,10,1983,69.63,113.3,23.3,10.7,20,5.59
Sarguja,22.95,83.16,623,Laterite,0.43,11,1983,0,0.8,19.1,13.5,13.9,4.21
Sarguja,22.95,83.16,623,Laterite,0.43,3,1984,0.02,1.7,24.2,16,12.3,6.34
Sarguja,22.95,83.16,623,Laterite,0.43,4,1984,12.7,11.8,28.9,15.8,14.8,6.8
Sarguja,22.95,83.16,623,Laterite,0.43,5,1984,17.72,5.8,32.4,14.5,18.7,8.14
Sarguja,22.95,83.16,623,Laterite,0.43,6,1984,384.37,235.6,28.8,10.8,22.3,7.69
Sarguja,22.95,83.16,623,Laterite,0.43,11,1984,0,0.7,18.9,13.9,13.3,4.46
Sarguja,22.95,83.16,623,Laterite,0.43,12,1984,0.13,0.8,17.2,14.5,11.8,4.5
Sarguja,22.95,83.16,623,Laterite,0.43,2,1985,7.82,12,19.1,14.5,11.5,5.45
Sarguja,22.95,83.16,623,Laterite,0.43,3,1985,0,2,25.5,15.3,14.2,5.86
Sarguja,22.95,83.16,623,Laterite,0.43,6,1985,92.79,146.2,30.1,11.3,25.1,4.83
Sarguja,22.95,83.16,623,Laterite,0.43,9,1985,148.87,196.9,25.3,7.9,25.4,1.5
Sarguja,22.95,83.16,623,Laterite,0.43,3,1986,12.44,3.8,23.9,16,11.9,6.26
Sarguja,22.95,83.16,623,Laterite,0.43,6,1986,294.73,235.2,29.7,11.3,24.2,7.97
Sarguja,22.95,83.16,623,Laterite,0.43,10,1986,68.1,22.7,23.5,11.1,19.5,3.28
Sarguja,22.95,83.16,623,Laterite,0.43,11,1986,23.7,13,20.5,12.8,15.7,4.8
Sarguja,22.95,83.16,623,Laterite,0.43,3,1987,8.27,14.2,23.5,15.4,12.6,5.08
Sarguja,22.95,83.16,623,Laterite,0.43,5,1987,18.83,15.1,30.7,14.9,16.9,7.94
Sarguja,22.95,83.16,623,Laterite,0.43,6,1987,48.95,64,31.3,11.4,26.7,8.38
Sarguja,22.95,83.16,623,Laterite,0.43,10,1987,36.51,60.7,24.1,11.3,20.7,2.95
Sarguja,22.95,83.16,623,Laterite,0.43,11,1987,46.78,14.3,20.5,13,15.4,3.15
Sarguja,22.95,83.16,623,Laterite,0.43,2,1988,19.33,19.8,20.2,14.4,12.4,5.02
Sarguja,22.95,83.16,623,Laterite,0.43,3,1988,8.7,45.8,24.1,15.2,12.6,5.44
Sarguja,22.95,83.16,623,Laterite,0.43,5,1988,6.8,23.1,32.3,14.2,18.9,7.75
Sarguja,22.95,83.16,623,Laterite,0.43,10,1988,24.67,32.3,23.7,11,20.2,4.45
Sarguja,22.95,83.16,623,Laterite,0.43,3,1989,2.39,12.1,23.3,15.6,11.7,7.95
Sarguja,22.95,83.16,623,Laterite,0.43,4,1989,0,2.4,29.3,16,15.1,8.51
Sarguja,22.95,83.16,623,Laterite,0.43,5,1989,6.34,37.3,31.6,14.8,17.6,8.51
Sarguja,22.95,83.16,623,Laterite,0.43,9,1989,150.83,166.9,25.7,7.9,26.5,6.78
Sarguja,22.95,83.16,623,Laterite,0.43,11,1989,18.61,8.9,20.2,13.3,14.9,4.44
Sarguja,22.95,83.16,623,Laterite,0.43,5,1990,80.98,26.9,30.6,14.5,17.1,7.59
Sarguja,22.95,83.16,623,Laterite,0.43,6,1990,268.52,440.2,29,11.1,24.1,6.38
Sarguja,22.95,83.16,623,Laterite,0.43,10,1990,62.41,43.1,23.4,10.8,19.8,3.09
Sarguja,22.95,83.16,623,Laterite,0.43,11,1990,3.27,5.5,20.8,13,15.7,3.04
Sarguja,22.95,83.16,623,Laterite,0.43,5,1991,3.33,19.6,32.2,14.3,18.5,6.44
Sarguja,22.95,83.16,623,Laterite,0.43,6,1991,133.25,371.4,29.1,11.2,23.4,7.6
Sarguja,22.95,83.16,623,Laterite,0.43,10,1991,27.94,45.5,24.1,10.8,20.5,2.92
Sarguja,22.95,83.16,623,Laterite,0.43,11,1991,1.2,7.9,20.3,13.2,14.5,4.16
Sarguja,22.95,83.16,623,Laterite,0.43,1,1992,0.09,17.5,15.9,13.8,11,7.2
Sarguja,22.95,83.16,623,Laterite,0.43,5,1992,10.45,20.6,31,14.9,16.9,6.72
Sarguja,22.95,83.16,623,Laterite,0.43,6,1992,119.2,93.1,30.2,11.4,25.1,8.2
Sarguja,22.95,83.16,623,Laterite,0.43,10,1992,11.27,68.5,23.8,11.1,20.4,3.56
Sarguja,22.95,83.16,623,Laterite,0.43,11,1992,0.51,1.4,20.3,13.4,14.6,4.71
Sarguja,22.95,83.16,623,Laterite,0.43,5,1993,10.4,20.5,31.3,14.6,17.2,6.48
Sarguja,22.95,83.16,623,Laterite,0.43,6,1993,204.58,120.3,30.4,11,25.6,8.61
Sarguja,22.95,83.16,623,Laterite,0.43,8,1993,220.43,299.5,25.6,6.5,27,2.45
Sarguja,22.95,83.16,623,Laterite,0.43,11,1993,4.54,14.1,20.1,13.3,14.6,4.02
Sarguja,22.95,83.16,623,Laterite,0.43,1,1994,9.89,34.2,17.2,14.3,11.7,4.69
Sarguja,22.95,83.16,623,Laterite,0.43,5,1994,3.56,7.4,31.7,14.9,17.8,7.95
Sarguja,22.95,83.16,623,Laterite,0.43,6,1994,643.69,148.5,29.2,11,23.1,9.98
Sarguja,22.95,83.16,623,Laterite,0.43,8,1994,396.86,440.9,25.3,6.6,27,1.69
Sarguja,22.95,83.16,623,Laterite,0.43,11,1994,0.92,1,20,13.1,14.8,3.82
Sarguja,22.95,83.16,623,Laterite,0.43,12,1994,0,0.8,16.7,14.6,11.6,2.65
Sarguja,22.95,83.16,623,Laterite,0.43,1,1995,14.66,24.8,15.4,14,10.2,4.6
Sarguja,22.95,83.16,623,Laterite,0.43,5,1995,6.34,14.6,31.2,14.6,18.2,7.45
Sarguja,22.95,83.16,623,Laterite,0.43,8,1995,380.9,339.6,26.1,6.9,27.9,1.55
Sarguja,22.95,83.16,623,Laterite,0.43,11,1995,40.5,10.6,20.3,12.8,15.2,3.91
Sarguja,22.95,83.16,623,Laterite,0.43,1,1996,14.46,40.3,17.2,13.9,12.1,4.69
Sarguja,22.95,83.16,623,Laterite,0.43,5,1996,2.03,6.1,32.2,15,18.5,7.58
Sarguja,22.95,83.16,623,Laterite,0.43,6,1996,344.46,372.2,29.8,11.6,24.3,5.03
Sarguja,22.95,83.16,623,Laterite,0.43,8,1996,357.1,404.2,25.2,6.9,26.4,1.42
Sarguja,22.95,83.16,623,Laterite,0.43,9,1996,178.2,120.7,25.9,7.9,26,1.64
Sarguja,22.95,83.16,623,Laterite,0.43,11,1996,0,1.1,20.4,14,14.4,4.1
Sarguja,22.95,83.16,623,Laterite,0.43,12,1996,0,0.8,16.6,14.8,11.2,3.5
Sarguja,22.95,83.16,623,Laterite,0.43,1,1997,3.76,14,15.9,14.4,10.5,4.75
Sarguja,22.95,83.16,623,Laterite,0.43,5,1997,5.23,41.3,30.9,15.1,16.9,7.65
Sarguja,22.95,83.16,623,Laterite,0.43,8,1997,480.75,508.8,26,6.8,27.4,1.23
Sarguja,22.95,83.16,623,Laterite,0.43,9,1997,174.27,157.3,25.5,8.1,25.6,0.97
Sarguja,22.95,83.16,623,Laterite,0.43,11,1997,55.56,23.2,21.1,13.2,15.9,3.53
Sarguja,22.95,83.16,623,Laterite,0.43,1,1998,116.36,6.1,16.3,13.4,10.6,4.37
Sarguja,22.95,83.16,623,Laterite,0.43,5,1998,11.02,52.2,32.1,14.8,18.3,5.78
Sarguja,22.95,83.16,623,Laterite,0.43,8,1998,404.82,357.5,26.4,6.6,28.7,1.57
Sarguja,22.95,83.16,623,Laterite,0.43,9,1998,257.66,197.2,26.2,8.2,26.8,3.8
Sarguja,22.95,83.16,623,Laterite,0.43,11,1998,59.03,20.6,21.5,12.8,15.1,2.9
Sarguja,22.95,83.16,623,Laterite,0.43,1,1999,0,2.4,16.2,14.6,10.6,3.67
Sarguja,22.95,83.16,623,Laterite,0.43,5,1999,27.02,31.4,31.4,14.8,17.3,6.71
Sarguja,22.95,83.16,623,Laterite,0.43,8,1999,368.99,367,25.7,6.6,27.4,1.68
Sarguja,22.95,83.16,623,Laterite,0.43,11,1999,2.94,1.3,20.9,13.9,14.6,2.87
Sarguja,22.95,83.16,623,Laterite,0.43,1,2000,0.3,2.8,17.2,14.4,11.6,4.38
Sarguja,22.95,83.16,623,Laterite,0.43,5,2000,14.31,13.5,31.2,14.7,16.5,7.74
Sarguja,22.95,83.16,623,Laterite,0.43,8,2000,195.1,166.8,26.3,6.8,28.4,2.61
Sarguja,22.95,83.16,623,Laterite,0.43,11,2000,0,0.9,21.2,13.4,15.7,3.5
Sarguja,22.95,83.16,623,Laterite,0.43,1,2001,1.49,13.3,17.1,14.3,11.2,5.08
Sarguja,22.95,83.16,623,Laterite,0.43,5,2001,24.31,11.3,31.8,14.8,17.8,8.23
Sarguja,22.95,83.16,623,Laterite,0.43,8,2001,265.54,383.1,26.1,6.6,28.3,1.64
Sarguja,22.95,83.16,623,Laterite,0.43,11,2001,0.09,3.6,21.6,13.3,16.3,3.15
Sarguja,22.95,83.16,623,Laterite,0.43,1,2002,5.66,12.4,17.2,14.3,11.7,4.72
Sarguja,22.95,83.16,623,Laterite,0.43,5,2002,17.34,10.7,32.5,14.8,18.8,7.77
Sarguja,22.95,83.16,623,Laterite,0.43,8,2002,379.76,401.6,25.6,6.6,27.3,2.63
Sarguja,22.95,83.16,623,Laterite,0.43,11,2002,0.46,1.7,20.7,13.3,15.1,3.64
Sarguja,22.95,83.16,623,Laterite,0.43,1,2003,1.32,7.3,16.7,14.3,11.1,5.16
Sarguja,22.95,83.16,623,Laterite,0.43,5,2003,1.6,2.8,32.2,14.8,18.5,8.25
Sarguja,22.95,83.16,623,Laterite,0.43,8,2003,366.83,292.1,26.1,6.6,28,2.98
Sarguja,22.95,83.16,623,Laterite,0.43,9,2003,414.05,285.2,25.5,7.9,25.6,3.45
Sarguja,22.95,83.16,623,Laterite,0.43,10,2003,130.39,106.5,24.2,11,20.8,4.6
Sarguja,22.95,83.16,623,Laterite,0.43,11,2003,2.29,0.9,21.2,13.3,15.6,2.25
Sarguja,22.95,83.16,623,Laterite,0.43,1,2004,18.23,16.6,16.2,14.3,10.9,4.71
Sarguja,22.95,83.16,623,Laterite,0.43,2,2004,1.95,17.9,19.4,14.4,11.5,4.3
Sarguja,22.95,83.16,623,Laterite,0.43,5,2004,11.99,4.9,31.9,14.8,17.9,7.49
Sarguja,22.95,83.16,623,Laterite,0.43,8,2004,323.4,521.8,25.6,6.6,27.2,3.03
Sarguja,22.95,83.16,623,Laterite,0.43,11,2004,0,0.7,20.6,13.3,15.2,3.62
Sarguja,22.95,83.16,623,Laterite,0.43,1,2005,43.3,28.2,17.4,14.3,11.8,4.81
Sarguja,22.95,83.16,623,Laterite,0.43,5,2005,6.08,23.8,31.5,14.8,17.6,8.08
Sarguja,22.95,83.16,623,Laterite,0.43,8,2005,260.4,385.4,26.2,6.6,28.3,2.92
Sarguja,22.95,83.16,623,Laterite,0.43,11,2005,0.01,0.7,20,13.3,14.4,3.52
Sarguja,22.95,83.16,623,Laterite,0.43,1,2006,0,12.6,17.6,14.3,11.6,4.93
Sarguja,22.95,83.16,623,Laterite,0.43,5,2006,40.67,68.8,31.4,14.8,17.2,9.05
Sarguja,22.95,83.16,623,Laterite,0.43,8,2006,374.77,377.2,25.6,6.6,27.1,1.83
Sarguja,22.95,83.16,623,Laterite,0.43,11,2006,1.99,1.8,21.3,13.3,15.8,3.98
Sarguja,22.95,83.16,623,Laterite,0.43,1,2007,0,1.6,17.4,14.3,11.4,5.11
Sarguja,22.95,83.16,623,Laterite,0.43,5,2007,15.47,28.1,32,14.8,17.8,8.21
Sarguja,22.95,83.16,623,Laterite,0.43,8,2007,319.33,428.3,26.3,6.6,28.4,3.65
Sarguja,22.95,83.16,623,Laterite,0.43,11,2007,5.6,1.1,21,13.3,15.4,3.65
Sarguja,22.95,83.16,623,Laterite,0.43,1,2008,11.62,34.2,17.6,14.3,11.9,5.56
Sarguja,22.95,83.16,623,Laterite,0.43,5,2008,9.15,45.7,31.7,14.8,17.7,8.26
Sarguja,22.95,83.16,623,Laterite,0.43,8,2008,287.56,423.7,26,6.6,27.9,2.72
Sarguja,22.95,83.16,623,Laterite,0.43,11,2008,0.33,1.1,21.5,13.3,15.8,3.54
Sarguja,22.95,83.16,623,Laterite,0.43,1,2009,10.24,7.5,18.7,14.3,12.7,5.75
Sarguja,22.95,83.16,623,Laterite,0.43,5,2009,9.99,24.3,32,14.8,18,8.14
Sarguja,22.95,83.16,623,Laterite,0.43,8,2009,212.18,220.3,26.7,6.6,28.5,3.18
Sarguja,22.95,83.16,623,Laterite,0.43,10,2009,43.99,39.4,24.2,11,20.5,5.2
Sarguja,22.95,83.16,623,Laterite,0.43,11,2009,28.11,9.7,21.3,13.3,15.9,3.77
Sarguja,22.95,83.16,623,Laterite,0.43,1,2010,0.01,4,16,14.3,10.5,4.92
Sarguja,22.95,83.16,623,Laterite,0.43,5,2010,25.05,24.7,32.4,14.8,18.5,7.87
Sarguja,22.95,83.16,623,Laterite,0.43,8,2010,125.47,218.1,26.6,6.6,29.1,3.55
Sarguja,22.95,83.16,623,Laterite,0.43,11,2010,11.99,4.9,22.4,13.3,17.2,4.61
Sarguja,22.95,83.16,623,Laterite,0.43,1,2011,0.63,1.8,16.3,14.3,10.8,5.08
Sarguja,22.95,83.16,623,Laterite,0.43,5,2011,30.37,27.6,31.7,14.8,17.7,7.61
Sarguja,22.95,83.16,623,Laterite,0.43,8,2011,438.64,415.7,26.1,6.6,28.1,2.51
Sarguja,22.95,83.16,623,Laterite,0.43,11,2011,0,0.7,21.1,13.3,15.5,3.41
Sarguja,22.95,83.16,623,Laterite,0.43,1,2012,59.52,63.6,16,14.3,10.6,4.31
Sarguja,22.95,83.16,623,Laterite,0.43,5,2012,1.75,3.3,32.3,14.8,18.6,7.19
Sarguja,22.95,83.16,623,Laterite,0.43,8,2012,379.13,516.1,25.8,6.6,27.3,2.2
Sarguja,22.95,83.16,623,Laterite,0.43,11,2012,37.77,7.4,20,13.3,14.3,3.48
Sarguja,22.95,83.16,623,Laterite,0.43,1,2013,1.34,1.7,16.6,14.3,11,4.62
Sarguja,22.95,83.16,623,Laterite,0.43,5,2013,11.26,18.5,32.1,14.5,18.4,7.64
Sarguja,22.95,83.16,623,Laterite,0.43,8,2013,251.15,466.5,25.5,6.7,26.9,2.3
Sarguja,22.95,83.16,623,Laterite,0.43,11,2013,0,0.8,19.3,13.6,13.4,3.6
Sarguja,22.95,83.16,623,Laterite,0.43,1,2014,16.06,72.4,16.7,13.9,11.6,4.73
Sarguja,22.95,83.16,623,Laterite,0.43,5,2014,19.87,67.1,31.3,15,17.1,7.55
Sarguja,22.95,83.16,623,Laterite,0.43,8,2014,329.19,318.9,26.4,6.7,28,2.77
Sarguja,22.95,83.16,623,Laterite,0.43,11,2014,0,6.9,20.3,13.2,14.6,3.77
Sarguja,22.95,83.16,623,Laterite,0.43,1,2015,15.98,18,16.2,14,11.2,5.05
Sarguja,22.95,83.16,623,Laterite,0.43,5,2015,4,23,31.9,14.9,17.8,8.01
Sarguja,22.95,83.16,623,Laterite,0.43,8,2015,266.9,400.3,26.2,6.7,28,2.55
Sarguja,22.95,83.16,623,Laterite,0.43,11,2015,0.01,3.4,21,13.5,15.4,4.01
Sarguja,22.95,83.16,623,Laterite,0.43,1,2016,16.4,29.2,16.7,14.2,11.3,5.28
Sarguja,22.95,83.16,623,Laterite,0.43,2,2016,6.13,25.8,20.9,14,13.2,5.23
Sarguja,22.95,83.16,623,Laterite,0.43,5,2016,16.04,30.5,31.5,14.8,17.3,8.62
Sarguja,22.95,83.16,623,Laterite,0.43,8,2016,501.78,397.4,26.1,6.7,27.6,3.03
Sarguja,22.95,83.16,623,Laterite,0.43,11,2016,0,1.1,19.9,13.3,14.4,3.78
Sarguja,22.95,83.16,623,Laterite,0.43,1,2017,4.77,44.1,16.8,14.3,11.4,5.47
Sarguja,22.95,83.16,623,Laterite,0.43,5,2017,8.93,8.1,32,14.8,18.1,8.8
Sarguja,22.95,83.16,623,Laterite,0.43,8,2017,260.93,295.5,26.2,6.7,28,2.51
Sarguja,22.95,83.16,623,Laterite,0.43,11,2017,0.21,1.5,20.5,13.4,14.9,3.95
Sarguja,22.95,83.16,623,Laterite,0.43,1,2018,0,2.9,15.9,14.3,10.8,5.18
Sarguja,22.95,83.16,623,Laterite,0.43,5,2018,49.11,18,31.3,14.7,17,7.75
Sarguja,22.95,83.16,623,Laterite,0.43,8,2018,291.01,416.3,25.8,6.7,27.3,2.34
Sarguja,22.95,83.16,623,Laterite,0.43,11,2018,0.04,0.7,20.2,13.5,14.6,4.71
Sarguja,22.95,83.16,623,Laterite,0.43,1,2019,9.66,11.5,16.4,14.3,11,6.51
Sarguja,22.95,83.16,623,Laterite,0.43,5,2019,9.37,10,32.2,14.7,18.4,8.49
Sarguja,22.95,83.16,623,Laterite,0.43,8,2019,377.73,674.6,25.8,6.8,27.3,3.3
Sarguja,22.95,83.16,623,Laterite,0.43,9,2019,243.15,214.1,25.3,7.9,25.4,4.49
Sarguja,22.95,83.16,623,Laterite,0.43,11,2019,4.98,1.3,20.7,13.2,15.2,5
Sarguja,22.95,83.16,623,Laterite,0.43,1,2020,41.03,51.2,15.7,14,10.8,6.74
Sarguja,22.95,83.16,623,Laterite,0.43,5,2020,45.88,26.2,30.8,14.7,16.5,8.15
Sarguja,22.95,83.16,623,Laterite,0.43,8,2020,373.74,359.5,25.9,6.7,27.6,2.93
Sarguja,22.95,83.16,623,Laterite,0.43,11,2020,16.46,7,20.3,13.4,14.8,3.08
Sarguja,22.95,83.16,623,Laterite,0.43,1,2021,3.07,15.7,17.1,14.1,11.9,3.55
Sarguja,22.95,83.16,623,Laterite,0.43,5,2021,118.45,28.9,30.4,14.8,16.2,6.79
Sarguja,22.95,83.16,623,Laterite,0.43,8,2021,200.31,397.3,26.2,6.8,27.7,2.95
Sarguja,22.95,83.16,623,Laterite,0.43,11,2021,18.58,8.3,20.3,13.4,14.8,3.57
Sarguja,22.95,83.16,623,Laterite,0.43,1,2022,19.47,21.2,15.5,13.9,10.8,6.49
Sarguja,22.95,83.16,623,Laterite,0.43,5,2022,26.36,26.9,31.4,14.7,17.3,8.21
Sarguja,22.95,83.16,623,Laterite,0.43,8,2022,369.49,413.6,26.4,6.9,27.9,4.25
Sarguja,22.95,83.16,623,Laterite,0.43,9,2022,236.46,222.1,25.8,8.1,26.1,4.05
Sarguja,22.95,83.16,623,Laterite,0.43,10,2022,100.17,57,23.7,11.2,20,4.91
Sarguja,22.95,83.16,623,Laterite,0.43,11,2022,0,6.9,19.9,13.6,14.2,4.74
Sarguja,22.95,83.16,623,Laterite,0.43,12,2022,1.02,8,17.8,14.3,12.6,7.46
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1974,0.44,7.5,22.8,16,14,4
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1974,57.77,50.9,31.2,14,20.2,7.94
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1974,290.02,229.6,28.8,9.9,26.3,7.55
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1974,87.23,180,24.7,10.5,22.6,3.74
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1974,14.44,16.7,20.7,13.5,15.9,2.05
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1975,12.07,12.6,22.8,16,14,6.07
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1975,4.06,3.6,27,16,14.7,4
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1975,49.5,67.4,32.6,14,21.9,7.49
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1975,330.91,402.5,28.2,9.9,25,6.7
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1975,219.84,157.3,24.9,10.5,23.1,3.3
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1975,2.48,6.3,20,13.5,15.2,2.85
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1976,0.52,1.1,22.6,16,13.7,5.89
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1976,6.8,4.7,27,16,14.6,6.7
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1976,77,54.8,31.5,14,20.3,7.79
