Epochs,Activation Function,Number of LSTM Units,Number of Hidden Layers,Dropout Rate,MSE,RMSE,MAE,R2
3600,relu,128,5,0.2,0.830254549,0.911183049,0.731755535,0.782611903
3700,relu,128,5,0.2,0.844955061,0.919214372,0.760477569,0.778762822
3800,relu,128,5,0.2,0.756858344,0.86997606,0.68210075,0.801829456
3900,relu,128,5,0.2,0.833865182,0.913162188,0.732734812,0.78166652
4000,relu,128,5,0.2,0.858115398,0.926345183,0.751576246,0.775317011
4100,relu,128,5,0.2,0.785432018,0.886246025,0.724951742,0.794347924
4200,relu,128,5,0.2,0.806510482,0.898059287,0.719538277,0.788828884
4300,relu,128,5,0.2,0.769082572,0.87697353,0.697488207,0.798628749
4400,relu,128,5,0.2,0.842472795,0.917863168,0.73811515,0.779412762
4500,relu,128,5,0.2,0.714889673,0.845511486,0.674464076,0.812818242
4600,relu,128,5,0.2,0.749507597,0.865741068,0.687211132,0.803754125
4700,relu,128,5,0.2,0.854222435,0.924241546,0.75560939,0.776336317
4800,relu,128,5,0.2,0.800232456,0.894557128,0.722087971,0.790472679
4900,relu,128,5,0.2,0.821340131,0.906278175,0.735187243,0.784945992
5000,relu,128,5,0.2,0.821717883,0.906486559,0.736899082,0.784847084
5500,relu,128,5,0.2,0.76508141,0.874689322,0.711369113,0.799676386
6000,relu,128,5,0.2,0.882204442,0.939257389,0.76835369,0.769009703
6500,relu,128,5,0.2,0.825048414,0.908321757,0.735663133,0.783975041
7000,relu,128,5,0.2,0.773483908,0.879479339,0.709064766,0.797476334
50,relu,256,5,0.2,1.002357944,1.001178278,0.805580996,0.737549543
100,relu,256,5,0.2,0.781045831,0.883767974,0.740600065,0.795496372
150,relu,256,5,0.2,0.856111498,0.925262935,0.74069547,0.775841698
200,relu,256,5,0.2,0.75432069,0.868516373,0.71093935,0.802493898
250,relu,256,5,0.2,0.756076521,0.869526607,0.718228559,0.802034163
300,relu,256,5,0.2,0.809421296,0.899678441,0.715004209,0.788066737
350,relu,256,5,0.2,0.809415767,0.899675367,0.727000835,0.788068185
400,relu,256,5,0.2,0.777990916,0.882037933,0.704078631,0.79629625
450,relu,256,5,0.2,0.772231777,0.878767191,0.716319425,0.797804183
500,relu,256,5,0.2,0.812110819,0.901171914,0.732932614,0.787362531
550,relu,256,5,0.2,0.862851644,0.928898081,0.758069857,0.774076905
600,relu,256,5,0.2,0.778796121,0.882494261,0.724112542,0.796085421
650,relu,256,5,0.2,0.943883801,0.971536824,0.782747816,0.752860007
700,relu,256,5,0.2,0.753701465,0.868159815,0.730838786,0.802656032
750,relu,256,5,0.2,0.825441311,0.908538007,0.741389198,0.783872168
800,relu,256,5,0.2,0.766694258,0.875610791,0.712673738,0.799254089
850,relu,256,5,0.2,0.817913271,0.904385577,0.744800692,0.785843257
900,relu,256,5,0.2,0.792431166,0.890186029,0.712728794,0.792515315
950,relu,256,5,0.2,0.79055344,0.889130722,0.729805597,0.793006966
1000,relu,256,5,0.2,0.772248652,0.878776793,0.697754594,0.797799765
1100,relu,256,5,0.2,0.809847189,0.899915101,0.723032608,0.787955224
1200,relu,256,5,0.2,0.783008871,0.884877885,0.716577088,0.794982383
1300,relu,256,5,0.2,0.791611399,0.889725462,0.717030907,0.792729957
1400,relu,256,5,0.2,0.770282397,0.877657335,0.713363207,0.798314595
1500,relu,256,5,0.2,0.825383848,0.908506383,0.734895404,0.783887213
1600,relu,256,5,0.2,0.863686625,0.929347419,0.747595409,0.77385828
1700,relu,256,5,0.2,0.852115578,0.923101066,0.745063669,0.776887962
1800,relu,256,5,0.2,0.872498485,0.934076273,0.77097624,0.771551043
1900,relu,256,5,0.2,0.775111356,0.880404087,0.709693118,0.797050214
2000,relu,256,5,0.2,0.789424407,0.888495586,0.708291609,0.793302584
2100,relu,256,5,0.2,1.120089766,1.058342934,0.834419796,0.706723458
2200,relu,256,5,0.2,0.812579674,0.901432013,0.717831879,0.787239769
2300,relu,256,5,0.2,0.812380999,0.901321806,0.72021067,0.787291789
2400,relu,256,5,0.2,0.781573672,0.884066554,0.720501792,0.795358166
2500,relu,256,5,0.2,0.77847863,0.88231436,0.70563611,0.79616855
2600,relu,256,5,0.2,0.841494558,0.917330125,0.73324817,0.779668897
2700,relu,256,5,0.2,0.773171222,0.879301554,0.72142276,0.797558205
2800,relu,256,5,0.2,0.793500861,0.890786653,0.717893015,0.792235234
2900,relu,256,5,0.2,0.769627407,0.877284108,0.724735965,0.798486093
3000,relu,256,5,0.2,0.847952539,0.920843384,0.744692671,0.777977984
3500,relu,256,5,0.2,0.760884876,0.872287152,0.707109917,0.800775177
3600,relu,256,5,0.2,0.893629317,0.94531969,0.765493769,0.766018293
3700,relu,256,5,0.2,0.733907927,0.856684263,0.712642252,0.807838634
3800,relu,256,5,0.2,0.812070401,0.901149489,0.716308084,0.787373114
3900,relu,256,5,0.2,0.725195228,0.851583953,0.689682566,0.810119907
4000,relu,256,5,0.2,0.764152904,0.874158398,0.716422241,0.799919499
4100,relu,256,5,0.2,0.784621434,0.885788594,0.702886251,0.794560161
4200,relu,256,5,0.2,0.858147612,0.92636257,0.75407736,0.775308576
4300,relu,256,5,0.2,0.761265288,0.872505179,0.707934134,0.800675573
4400,relu,256,5,0.2,0.830862402,0.91151654,0.719389364,0.782452747
4500,relu,256,5,0.2,0.787987014,0.887686326,0.71357073,0.793678941
4600,relu,256,5,0.2,0.960134199,0.979864378,0.797045591,0.748605115
4700,relu,256,5,0.2,0.823153305,0.907277965,0.73686447,0.784471243
4800,relu,256,5,0.2,0.804869044,0.897144941,0.730988199,0.789258667
4900,relu,256,5,0.2,0.748390391,0.865095597,0.694443181,0.804046646
5000,relu,256,5,0.2,0.848364991,0.921067311,0.747536709,0.77786999
5500,relu,256,5,0.2,0.873811648,0.93477893,0.76253396,0.771207214
6000,relu,256,5,0.2,0.726549765,0.852378886,0.689406542,0.809765245
6500,relu,256,5,0.2,0.825587861,0.908618655,0.752244718,0.783833796
7000,relu,256,5,0.2,0.767473187,0.87605547,0.709961396,0.799050139
50,relu,32,1,0.4,1.0433936183612116,1.0214664058896952,0.7958111807254116,0.7268050457970507
100,relu,32,1,0.4,1.0025517114769162,1.0012750428712962,0.8130403652436988,0.737498807656876
150,relu,32,1,0.4,1.2720303775189428,1.1278432415539594,0.8787808059612124,0.6669403812562491
200,relu,32,1,0.4,1.1725371552144979,1.0828375479334367,0.8654954937499436,0.6929909970858323
250,relu,32,1,0.4,0.912985092494376,0.9555025340073023,0.7793792867564109,0.7609503104650686
300,relu,32,1,0.4,1.0682387257452188,1.033556348606702,0.8486540992100711,0.720299775058859
350,relu,32,1,0.4,1.1705378302312464,1.0819139661873518,0.870368495971128,0.6935144864839122
400,relu,32,1,0.4,1.069193574841055,1.0340181694927102,0.8266658709110716,0.720049763988811
450,relu,32,1,0.4,0.91273029920791,0.9553691952370612,0.7897662305062101,0.7610170237734522
500,relu,32,1,0.4,1.13337779872702,1.0646021786221462,0.8622037628035147,0.7032442116100082
550,relu,32,1,0.4,1.1132111867270404,1.0550882364651026,0.8375429359151925,0.7085244975393167
600,relu,32,1,0.4,1.2674380313743512,1.125805503350535,0.8901325759397118,0.6681428093453018
650,relu,32,1,0.4,1.0499733900547983,1.0246820921899622,0.8361608337266648,0.7250822439753197
700,relu,32,1,0.4,0.9167689110062202,0.9574805016323936,0.7739238780228257,0.759959581648192
750,relu,32,1,0.4,0.9772984165943125,0.9885840462976896,0.7779379031940411,0.7441109553809175
800,relu,32,1,0.4,1.1536556508566598,1.0740836330829455,0.8382328771716577,0.6979347993360553
850,relu,32,1,0.4,0.995186750643873,0.9975904724103338,0.7954187944221449,0.7394271979614382
900,relu,32,1,0.4,1.17449083634758,1.0837392843057687,0.8656068904689966,0.6924794587571642
950,relu,32,1,0.4,1.1370801102904942,1.066339584883959,0.8565111033254492,0.702274824007641
1000,relu,32,1,0.4,0.8936826461097964,0.9453478968664374,0.7653046265939683,0.7660043292584005
1100,relu,32,1,0.4,0.894276383463272,0.945661875864345,0.7762201372062603,0.7658488691844294
1200,relu,32,1,0.4,1.0891092165002436,1.0436039557706955,0.8297853170388844,0.714835190394284
1300,relu,32,1,0.4,1.1776473621189554,1.0851946194664601,0.8510605881387094,0.6916529759242466
1400,relu,32,1,0.4,1.2774467229411666,1.1302418869167636,0.9091462588697106,0.665522202906744
1500,relu,32,1,0.4,1.0557690504006818,1.027506228886561,0.8050877195720334,0.7235647484348962
1600,relu,32,1,0.4,0.979799507522524,0.9898482244882414,0.8097803480196292,0.7434560870651008
1700,relu,32,1,0.4,0.9251461574283093,0.9618451837111361,0.7803017087689598,0.7577661415002408
1800,relu,32,1,0.4,1.0132735326332276,1.0066148879453491,0.8179981283738577,0.7346914803086684
1900,relu,32,1,0.4,1.086244614744017,1.0422305957627693,0.8429900189579285,0.7155852378661396
2000,relu,32,1,0.4,1.081169629298303,1.039793070422333,0.843750176145329,0.7169140368850564
2100,relu,32,1,0.4,0.9387484160403314,0.9688903013449621,0.7760741547615545,0.7542046203703678
2200,relu,32,1,0.4,0.9785859538034516,0.9892350346623655,0.7919107201621632,0.7437738355608463
2300,relu,32,1,0.4,0.9975162297931404,0.9987573427981095,0.7897729230426566,0.7388172632845322
2400,relu,32,1,0.4,0.9668477890172684,0.9832841852777194,0.7747430080929731,0.7468472752817301
2500,relu,32,1,0.4,1.3702472238613521,1.1705755951075318,0.9172296251546483,0.6412239628631442
2600,relu,32,1,0.4,1.060861864928601,1.0299814876630555,0.8365717401608936,0.7222312811726521
2700,relu,32,1,0.4,0.975633598466641,0.9877416658553192,0.7950498813555538,0.7445468598221003
2800,relu,32,1,0.4,1.0882132180919348,1.043174586582675,0.8431314282591504,0.7150697924081513
2900,relu,32,1,0.4,0.9823174031947435,0.9911192678960205,0.817217521987068,0.7427968187115717
3000,relu,32,1,0.4,0.933926576100303,0.9663987666073995,0.7974869811552148,0.7554671375244013
3500,relu,32,1,0.4,1.0954365865197275,1.0466310651417372,0.8394562017824813,0.7131784756777295
3600,relu,32,1,0.4,0.9070587548299706,0.9523963223521869,0.7783073185604235,0.7625020216489661
3700,relu,32,1,0.4,0.9493701405612905,0.9743562698321855,0.7682828535991427,0.7514235016314806
3800,relu,32,1,0.4,0.8712388552313954,0.9334017651747801,0.7743249202433091,0.771880855924143
3900,relu,32,1,0.4,1.0297481710659777,1.0147650817139786,0.8190618379303202,0.7303778751524337
4000,relu,32,1,0.4,1.0672198148347565,1.033063315985403,0.840899451049937,0.7205665596304935
4100,relu,32,1,0.4,1.097432430270547,1.0475840922191149,0.8340336835627743,0.7126558977814246
4200,relu,32,1,0.4,1.1840120977086,1.0881231996922958,0.8561430693939568,0.6899864776657486
4300,relu,32,1,0.4,0.8802556678577181,0.9382194134943692,0.7433370581094912,0.7695199561935372
4400,relu,32,1,0.4,0.9406965934273382,0.9698951455839637,0.7862071703225634,0.7536945231044305
4500,relu,32,1,0.4,1.114564869544966,1.055729543749234,0.8357219067525636,0.708170058611437
4600,relu,32,1,0.4,1.0577273515193186,1.0284587262108862,0.8252955065388425,0.7230520004412273
4700,relu,32,1,0.4,1.1866810134008692,1.0893488942487017,0.893854239421691,0.6892876672767545
4800,relu,32,1,0.4,0.9493231685026081,0.9743321653843766,0.7893159478486877,0.7514358004698046
4900,relu,32,1,0.4,1.0514015351552124,1.0253787276685684,0.811657736440239,0.7247083083594247
5000,relu,32,1,0.4,1.0123165097202955,1.0061394086906126,0.8186587965032177,0.73494206055592
5500,relu,32,1,0.4,0.9983336213062666,0.999166463261386,0.8054391437549768,0.7386032431553454
6000,relu,32,1,0.4,0.9449107614238965,0.972065204306736,0.7883774517375826,0.7525911145608442
6500,relu,32,1,0.4,0.9444363151645624,0.9718211333185559,0.7876893025984048,0.7527153402814252
7000,relu,32,1,0.4,1.0217690943026978,1.0108259465915475,0.8175923530904883,0.7324670613162803
50,relu,64,1,0.4,0.9691433995373636,0.9844508111314468,0.7945499496511869,0.7462462085319734
100,relu,64,1,0.4,1.0273956688944028,1.0136052825900241,0.8056669233877433,0.7309938380179486
150,relu,64,1,0.4,0.8553196872323727,0.9248349513466566,0.7632479354523066,0.7760490205514796
200,relu,64,1,0.4,0.9882210414712745,0.9940930748532929,0.8152277688450943,0.7412510509780859
250,relu,64,1,0.4,0.918063237376235,0.9581561654428964,0.8018710915429983,0.7596206842012867
300,relu,64,1,0.4,0.8677451952322651,0.9315284189074776,0.7530206875684319,0.7727956116468799
350,relu,64,1,0.4,1.0117745864879113,1.0058700644158327,0.7993302151315675,0.7350839539795018
400,relu,64,1,0.4,0.9640480781767709,0.981859500222293,0.7863525067963467,0.747580332165912
450,relu,64,1,0.4,0.9677431701748117,0.9837393812259483,0.7927005993300612,0.7466128348845256
500,relu,64,1,0.4,0.9691922073489384,0.984475600179577,0.8281077977365678,0.7462334290328341
550,relu,64,1,0.4,0.9432159076155174,0.9711930331378605,0.7760020348224408,0.753034883336513
600,relu,64,1,0.4,0.891465596168502,0.9441745581027388,0.7739169009384097,0.766584826250637
650,relu,64,1,0.4,1.0116660007952927,1.0058160869638608,0.8088792244991595,0.7351123853047468
700,relu,64,1,0.4,0.8995042733543585,0.9484219911802755,0.7908029779214694,0.7644800347251802
750,relu,64,1,0.4,0.9390586089516362,0.9690503645072511,0.7872661315402047,0.7541234016081417
800,relu,64,1,0.4,0.8902800048082397,0.9435465037867713,0.7631662893705484,0.7668952532761338
850,relu,64,1,0.4,1.0648478386806113,1.031914646993932,0.8354642512960269,0.7211876214286478
900,relu,64,1,0.4,0.8329489430056551,0.9126603656375438,0.7445131999169324,0.7819064211881666
950,relu,64,1,0.4,0.9877345014770209,0.993848329211767,0.8206039648984371,0.7413784432384074
1000,relu,64,1,0.4,0.9458962687925059,0.9725719864321128,0.8008418012459908,0.7523330761411183
1100,relu,64,1,0.4,0.8981787245866677,0.9477229155120539,0.7741553926083002,0.7648271072283185
1200,relu,64,1,0.4,1.0777767513567806,1.0381602724804975,0.8290976295350994,0.7178024045322596
1300,relu,64,1,0.4,0.951330928082473,0.9753619472188122,0.7738441874048672,0.7509101026154003
1400,relu,64,1,0.4,1.068204517747687,1.0335397997889038,0.8281145717557737,0.7203087318438677
1500,relu,64,1,0.4,0.9183187742419003,0.9582895043993231,0.7770196206614821,0.7595537761992786
1600,relu,64,1,0.4,0.919553553742205,0.9589335502224359,0.7696341049050166,0.759230470092072
1700,relu,64,1,0.4,0.9643984372911406,0.9820379001296949,0.8006684755033857,0.7474885965634315
1800,relu,64,1,0.4,0.8668565562983739,0.931051317757713,0.7538158173894726,0.7730282867069677
1900,relu,64,1,0.4,1.1666821895034143,1.0801306353878748,0.8665693793386136,0.6945240207320874
2000,relu,64,1,0.4,1.3339913806857917,1.15498544609263,0.8905901123784921,0.6507169415833836
2100,relu,64,1,0.4,0.9775969846946058,0.9887350427159977,0.8103758708702042,0.7440327803786454
2200,relu,64,1,0.4,0.9548720621056184,0.9771755533708456,0.7928212217913176,0.7499829166232153
2300,relu,64,1,0.4,0.8973242316800204,0.947271994561235,0.7996137646187724,0.7650508417292683
2400,relu,64,1,0.4,0.9822738644203478,0.9910973032050626,0.7904326804944242,0.7428082186025311
2500,relu,64,1,0.4,1.0079294154583305,1.0039568792823377,0.8089246184507417,0.7360907469144431
2600,relu,64,1,0.4,1.2259436169043938,1.10722338166442,0.8726159952087932,0.6790074192694098
2700,relu,64,1,0.4,0.9140952811462861,0.9560833024095161,0.776244528532956,0.7606596263621779
2800,relu,64,1,0.4,0.8508760153521011,0.9224294094141302,0.7697709613676438,0.7772125208014913
2900,relu,64,1,0.4,1.044637317830599,1.0220750059709898,0.8310652050373453,0.726479404146956
3000,relu,64,1,0.4,0.9617399533688981,0.9806834113866197,0.8032045672822203,0.7481846755700551
3500,relu,64,1,0.4,1.043338730110561,1.021439538157086,0.8142648233577259,0.7268194173562197
3600,relu,64,1,0.4,1.0119073968042698,1.0059360798799641,0.8107772397930583,0.7350491798466561
3700,relu,64,1,0.4,0.8954159120738047,0.9462641872510048,0.7670601520434196,0.765550502910102
3800,relu,64,1,0.4,0.995458884552389,0.9977268586904879,0.801617290065561,0.7393559443047493
3900,relu,64,1,0.4,0.8950440647156509,0.9460676850604564,0.7649131469875201,0.7656478648454191
4000,relu,64,1,0.4,0.9674959474397655,0.9836137186110031,0.7958255197965675,0.7466775659721903
4100,relu,64,1,0.4,0.979344850960864,0.9896185381048922,0.7869404427332309,0.7435751311883875
4200,relu,64,1,0.4,0.9908582563078532,0.9954186336953178,0.8056270496536372,0.7405605409214555
4300,relu,64,1,0.4,1.1306034137536871,1.0632983653489207,0.869592818171368,0.7039706373446426
4400,relu,64,1,0.4,1.0061246494937839,1.0030576501347188,0.8094962096121402,0.7365632943273799
4500,relu,64,1,0.4,0.9624657450605182,0.9810533854283966,0.7948313714902373,0.7479946393033349
4600,relu,64,1,0.4,0.9429614094776319,0.9710620008411573,0.7957401421544862,0.7531015193652377
4700,relu,64,1,0.4,0.9057096421863429,0.9516877860865626,0.7789671192722389,0.7628552639540794
4800,relu,64,1,0.4,1.0372925933083201,1.018475622343667,0.8369380832468409,0.7284024959161473
4900,relu,64,1,0.4,0.9111714197680577,0.9545529947405004,0.7775845370431599,0.7614251899627829
5000,relu,64,1,0.4,1.0815849571296106,1.039992767825628,0.8199244151125372,0.7168052903239728
5500,relu,64,1,0.4,0.9328091484080958,0.965820453504737,0.7916346783898056,0.755759717047436
6000,relu,64,1,0.4,1.0052700387931994,1.0026315568508701,0.8197639583472234,0.7367870596706778
6500,relu,64,1,0.4,0.9049603724873064,0.9512940515357522,0.7791900355462208,0.7630514475395564
7000,relu,64,1,0.4,0.9448369338206993,0.9720272289502487,0.7953330790913373,0.7526104450688321
50,relu,128,1,0.4,0.9193410313085182,0.958822731952324,0.7752547163556706,0.7592861154933055
100,relu,128,1,0.4,0.9828591435672334,0.9913925274921298,0.7860107030727964,0.7426549731667573
150,relu,128,1,0.4,0.9304735921674088,0.9646105909471494,0.7780116429254292,0.7563712429078444
200,relu,128,1,0.4,0.8994800118385496,0.9484092006294275,0.7580974005624619,0.7644863871923447
250,relu,128,1,0.4,0.9320280036042777,0.9654159743883864,0.7724199943002554,0.7559642465894513
300,relu,128,1,0.4,0.8810932455062729,0.9386656729135634,0.7620321756881121,0.7693006506665419
350,relu,128,1,0.4,0.9550708791975905,0.9772772785640678,0.8067138293606452,0.7499308597336769
400,relu,128,1,0.4,0.8808608716567221,0.9385418859362229,0.7767832028521284,0.7693614938249327
450,relu,128,1,0.4,1.111239449135039,1.0541534277016031,0.8345039162043639,0.7090407636460552
500,relu,128,1,0.4,0.9199256307075201,0.9591275362054413,0.7771367492506553,0.7591330480380069
550,relu,128,1,0.4,0.9418522266486783,0.9704907143546909,0.7850627350655197,0.753391940110416
600,relu,128,1,0.4,0.9429288015590599,0.9710452108728305,0.7868174592667376,0.7531100571966602
650,relu,128,1,0.4,0.9938512093331167,0.9969208641276983,0.8105236945875963,0.7397768868428032
700,relu,128,1,0.4,0.9390301476553591,0.9690356792478588,0.7884412872059503,0.7541308537167191
750,relu,128,1,0.4,0.9169284359743362,0.9575638025606107,0.774067280468829,0.7599178127360655
800,relu,128,1,0.4,0.9451408546829346,0.9721835498931951,0.782921013226526,0.7525308685364683
850,relu,128,1,0.4,0.8371098884623701,0.9149370953581291,0.7397949598758115,0.7808169480655749
900,relu,128,1,0.4,0.8374263382084963,0.9151100142652229,0.7392536068443624,0.7807340910570797
950,relu,128,1,0.4,0.9206169070679062,0.959487835810286,0.7750977217778308,0.7589520490264221
1000,relu,128,1,0.4,0.9705936970748537,0.9851871380985714,0.8024056005607306,0.7458664726754732
1100,relu,128,1,0.4,1.0094145605466978,1.0046962528778027,0.8094814546011961,0.7357018868167184
1200,relu,128,1,0.4,0.9398402802709837,0.9694535988230606,0.7861724182311101,0.7539187342069491
1300,relu,128,1,0.4,0.8910665800974431,0.9439632302677066,0.7735570523378054,0.7666893018534593
1400,relu,128,1,0.4,1.0013087269791858,1.0006541495337866,0.8002024651121243,0.737824262103747
1500,relu,128,1,0.4,0.9010503362667002,0.9492367124520101,0.77399589626356,0.7640752243265931
1600,relu,128,1,0.4,0.8736441750650215,0.934689346823329,0.757362750792338,0.7712510636480286
1700,relu,128,1,0.4,0.886349616714788,0.9414614260365572,0.759632251443737,0.7679243588565158
1800,relu,128,1,0.4,0.9475676919691787,0.9734308871045642,0.7816339274342102,0.7518954422796787
1900,relu,128,1,0.4,0.8879921456375296,0.942333351652975,0.7733559885579366,0.7674942904662851
2000,relu,128,1,0.4,0.9101728038870285,0.954029770964737,0.7726873445027443,0.7616866606245571
2100,relu,128,1,0.4,0.9917881000787709,0.9958855858374349,0.8024741678532554,0.7403170770723946
2200,relu,128,1,0.4,0.8928873446299971,0.9449271636639499,0.7514604390861016,0.7662125654863472
2300,relu,128,1,0.4,0.8768150763215669,0.9363840431797025,0.7543554260967856,0.7704208168376978
2400,relu,128,1,0.4,1.061047821289673,1.030071755408172,0.81939188579219,0.7221825916477664
2500,relu,128,1,0.4,0.9293129816035229,0.9640088078454071,0.7884928721385299,0.7566751291347377
2600,relu,128,1,0.4,1.1538191760612129,1.0741597535102556,0.8442184272487606,0.6978919830297421
2700,relu,128,1,0.4,0.910897878350096,0.9544097015171713,0.7647745717106097,0.7614968121519907
2800,relu,128,1,0.4,0.979811772924505,0.9898544200661555,0.8039915184008686,0.7434528755772465
2900,relu,128,1,0.4,0.9296001110199497,0.9641577210290595,0.7751461642188497,0.7565999491581779
3000,relu,128,1,0.4,0.8845686221707851,0.9405150834360846,0.760982386591615,0.7683906821254358
3500,relu,128,1,0.4,0.8576345151709805,0.9260855873897297,0.7538740945693625,0.7754429220460385
3600,relu,128,1,0.4,0.9354397560614608,0.9671813460057327,0.7858626276687094,0.7550709369698698
3700,relu,128,1,0.4,1.1982274992148056,1.094635783817981,0.869056151216772,0.6862644154496081
3800,relu,128,1,0.4,0.9385103132780416,0.9687674195997931,0.7774672735883673,0.7542669635475684
3900,relu,128,1,0.4,1.213424004120603,1.101555266030989,0.8755276696211464,0.6822854679184693
4000,relu,128,1,0.4,0.890196291590935,0.9435021418051657,0.7559449073295754,0.7669171721648114
4100,relu,128,1,0.4,0.9145618227000327,0.9563272571144423,0.7800411807626659,0.7605374703549274
4200,relu,128,1,0.4,1.207884909950964,1.099038174928862,0.8661053605346271,0.683735785949336
4300,relu,128,1,0.4,0.9211457082695236,0.9597633605579677,0.7808961570229724,0.7588135913844392
4400,relu,128,1,0.4,0.9404626079045039,0.9697745139487343,0.786849574818909,0.7537557882521849
4500,relu,128,1,0.4,0.9870607059589831,0.9935092883103727,0.8241925140606438,0.7415548651873758
4600,relu,128,1,0.4,0.8884606376316869,0.942581899694497,0.7542043144157967,0.7673716237692344
4700,relu,128,1,0.4,0.9337186950498403,0.966291206132934,0.7906835783007877,0.7555215676580167
4800,relu,128,1,0.4,1.1549380919088506,1.0746804603736175,0.8466185589749563,0.6975990138584025
4900,relu,128,1,0.4,0.8985302813215655,0.9479083717963279,0.7738596725799761,0.7647350580491783
5000,relu,128,1,0.4,0.8868416313712798,0.9417226934566671,0.7731672526622234,0.7677955331485738
5500,relu,128,1,0.4,0.8637190437584229,0.929364860406516,0.7624736947099191,0.7738497912471328
6000,relu,128,1,0.4,1.0360400522806412,1.0178605269292258,0.8179037848841804,0.7287304525785923
6500,relu,128,1,0.4,0.9856821070167843,0.9928152431428439,0.7943469660507834,0.7419158279805638
7000,relu,128,1,0.4,0.9619421853982847,0.9807865136706788,0.7874359043868591,0.74813172453697
50,relu,256,1,0.4,0.9191894010992989,0.9587436576579262,0.7678319040824361,0.759325817296474
100,relu,256,1,0.4,0.8886190925652153,0.9426659496158835,0.7758412339999035,0.7673301350275489
150,relu,256,1,0.4,1.0071686558898338,1.0035779271635232,0.8104928413757866,0.7362899389277135
200,relu,256,1,0.4,0.908610019039151,0.9532103750165285,0.7728139022405082,0.7620958493788602
250,relu,256,1,0.4,0.8507289009040453,0.9223496630367711,0.7552193873762953,0.7772510402290514
300,relu,256,1,0.4,0.8740056625687506,0.9348826998980945,0.7673442342417784,0.771156414265199
350,relu,256,1,0.4,0.8703037076828167,0.9329006955098794,0.7575718397574838,0.7721257084775909
400,relu,256,1,0.4,0.8805028591979909,0.9383511385392949,0.7662726778244491,0.7694552333260625
450,relu,256,1,0.4,0.9222936278502937,0.9603611965559071,0.7717216389552206,0.758513028076615
500,relu,256,1,0.4,0.9135803602133561,0.9558139778290313,0.7719559055432211,0.7607944496907993
550,relu,256,1,0.4,0.8602642147022667,0.9275042936300978,0.746055015348899,0.7747543797448639
600,relu,256,1,0.4,0.8708383110066905,0.9331871789768066,0.7520837009337837,0.7719857316481257
650,relu,256,1,0.4,0.9482043696587854,0.9737578598700939,0.7867768248608068,0.7517287390056762
700,relu,256,1,0.4,0.9225235899322981,0.9604809159646527,0.7652667427849702,0.7584528163987247
750,relu,256,1,0.4,1.0830989294265454,1.0407203896467798,0.8234867881139695,0.7164088823097325
800,relu,256,1,0.4,0.8816020537833686,0.938936661220217,0.7716328370646679,0.7691674278333624
850,relu,256,1,0.4,0.8947393397161888,0.9459066231484949,0.7710393229920873,0.7657276519275017
900,relu,256,1,0.4,0.9190602122644971,0.9586762812672989,0.7817236555108282,0.7593596432056862
950,relu,256,1,0.4,0.897181591117929,0.9471967013867442,0.7596923520914374,0.765088189745532
1000,relu,256,1,0.4,0.9211193563659534,0.9597496321259797,0.7761484819135215,0.7588204911842484
1100,relu,256,1,0.4,0.9349081427804133,0.9669064808865505,0.7729479422759846,0.7552101309072428
1200,relu,256,1,0.4,0.9642098113801035,0.9819418574335771,0.7851127906841172,0.7475379850647798
1300,relu,256,1,0.4,1.003085429014243,1.0015415263553693,0.8024735931412971,0.7373590627556217
1400,relu,256,1,0.4,0.9430730913751775,0.9711195041678328,0.7846089258992885,0.7530722773511519
1500,relu,256,1,0.4,0.858023915774622,0.9262958036041306,0.762149421213954,0.7753409640905685
1600,relu,256,1,0.4,0.828199119967352,0.9100544598909188,0.7417206664865841,0.7831500819357371
1700,relu,256,1,0.4,0.9106685506866099,0.954289552854169,0.7619662844107706,0.7615568577181329
1800,relu,256,1,0.4,0.8820792516042262,0.9391907429293722,0.7561006749323106,0.7690424816629808
1900,relu,256,1,0.4,0.9108560689647549,0.9543877979965769,0.769135386278362,0.761507759231705
2000,relu,256,1,0.4,0.8585533069138198,0.926581516604891,0.7451249522257575,0.7752023519834179
2100,relu,256,1,0.4,0.9072854524776003,0.9525153292612147,0.7801277394826825,0.7624426647079495
2200,relu,256,1,0.4,0.8562453672310291,0.9253352728773658,0.768453912224483,0.7758066469156923
2300,relu,256,1,0.4,0.8579931222282658,0.9262791815798658,0.7567019983406913,0.7753490268593439
2400,relu,256,1,0.4,0.8775715375230251,0.9367878828865289,0.7575571752372168,0.7702227502790645
2500,relu,256,1,0.4,1.020550130803341,1.0102228124544312,0.8154208119658392,0.7327862262714052
2600,relu,256,1,0.4,0.9294100023360089,0.9640591280289861,0.7870004647573676,0.7566497258985074
2700,relu,256,1,0.4,0.8484560733050863,0.921116753351651,0.7500234855890577,0.7778461416566258
2800,relu,256,1,0.4,0.9063994453689191,0.9520501275504978,0.7608165598889512,0.7626746506691631
2900,relu,256,1,0.4,0.8894330732954636,0.9430975947882931,0.7622439321330139,0.7671170079541136
3000,relu,256,1,0.4,0.8647115626367438,0.9298986840708743,0.7473676769801565,0.7735899169822946
3500,relu,256,1,0.4,0.8583835669209775,0.9264899173336845,0.7368541933670694,0.7752467955268275
3600,relu,256,1,0.4,0.801945591409153,0.8955141491953955,0.7361981351106043,0.7900241239136706
3700,relu,256,1,0.4,0.9460942904523321,0.9726737841909445,0.7894238174950459,0.7522812275220206
