Epochs,Activation Function,Number of LSTM Units,Number of Hidden Layers,Dropout Rate,MSE,RMSE,MAE,R2
50,relu,256,3,0.6,0.783030403998786,0.8848900519266707,0.7074353514082325,0.7949767455009406
100,relu,256,3,0.6,0.7477302648117702,0.8647139786147615,0.7236083274559174,0.8042194893119496
150,relu,256,3,0.6,0.9403913993547898,0.9697377992812232,0.7922866080068326,0.7537744330053593
200,relu,256,3,0.6,0.833006344230376,0.9126918122950244,0.7722927333634607,0.7818913916492822
250,relu,256,3,0.6,0.7667544959339797,0.8756451883805333,0.7320917009381597,0.7992383164748554
300,relu,256,3,0.6,0.8787859071936374,0.9374358149727572,0.7622124992204767,0.7699047881402223
350,relu,256,3,0.6,0.8094974747523682,0.899720775992401,0.7307066421756253,0.788046791114438
400,relu,256,3,0.6,0.8213673116540953,0.9062931709188232,0.7505454178518897,0.7849388752793219
450,relu,256,3,0.6,0.8084107935429516,0.8991166740434479,0.7445061528422394,0.7883313201914952
500,relu,256,3,0.6,0.7851441273701998,0.8860835893809341,0.7199617484238827,0.7944233028216974
550,relu,256,3,0.6,0.7777793127166215,0.8819179739162942,0.7042566258908886,0.7963516548516414
600,relu,256,3,0.6,0.7869482889099325,0.8871010590174788,0.725036360392002,0.7939509136671651
650,relu,256,3,0.6,0.8753071947540555,0.9355785347869282,0.7663127431698639,0.7708156300975553
700,relu,256,3,0.6,0.8334586008927234,0.9129395384650199,0.7411183628875894,0.781772975899
750,relu,256,3,0.6,0.8551561596556689,0.9247465380609267,0.7552871992453856,0.7760918374789003
800,relu,256,3,0.6,0.9353908961035968,0.9671560867324347,0.7847976254663516,0.7550837301226322
850,relu,256,3,0.6,0.8718107489551935,0.9337080640945506,0.7562800548545082,0.771731115234788
900,relu,256,3,0.6,0.8278353030924095,0.9098545505147565,0.7377302564112239,0.7832453412249823
950,relu,256,3,0.6,0.9176279602727044,0.9579289954233061,0.7651943785476459,0.7597346541415585
1000,relu,256,3,0.6,0.8609538104399541,0.9278759671636906,0.7437583545918676,0.7745738207758797
1100,relu,256,3,0.6,0.7999795867442054,0.8944157795702206,0.7165150764875178,0.790538888950519
1200,relu,256,3,0.6,0.9605136795291028,0.9800579980435355,0.7858339136051246,0.7485057546140589
1300,relu,256,3,0.6,0.7696523196571885,0.8772983071094965,0.7047172701791528,0.7984795703933971
1400,relu,256,3,0.6,0.7999428658787122,0.8943952514848859,0.7331326178508646,0.7905485036874603
1500,relu,256,3,0.6,0.851778768306192,0.9229186141292156,0.7560306181577702,0.7769761502241661
1600,relu,256,3,0.6,0.8328941132791539,0.9126303267364907,0.73972975192154,0.7819207774237779
1700,relu,256,3,0.6,0.7819846551795558,0.8842989625570957,0.72676708066667,0.7952505571246172
1800,relu,256,3,0.6,0.9456466196337528,0.972443633139604,0.7949975850216232,0.752398442546751
1900,relu,256,3,0.6,0.8825628245920509,0.9394481489640878,0.7646548513765332,0.7689158662630611
2000,relu,256,3,0.6,0.950892957738664,0.9751374045429003,0.7808145282897416,0.7510247777350422
2100,relu,256,3,0.6,0.787077959260508,0.8871741425788445,0.7165519941137443,0.7939169616811997
2200,relu,256,3,0.6,0.8712913975622213,0.9334299103640408,0.7483477792511066,0.7718670986043634
2300,relu,256,3,0.6,0.8022024593215019,0.8956575569499216,0.7348705011025056,0.7899568673996231
2400,relu,256,3,0.6,0.9427256695627614,0.9709406107289783,0.7716069280812318,0.7531632438708448
2500,relu,256,3,0.6,0.9646334981463084,0.98215757297203,0.7936367948012216,0.747427049858111
2600,relu,256,3,0.6,0.9276774138221424,0.9631601184757094,0.7776089127226746,0.7571033748679556
2700,relu,256,3,0.6,0.9276815975499796,0.9631622903488174,0.7886447423573304,0.7571022794296525
2800,relu,256,3,0.6,0.7453392921280165,0.8633303493611333,0.7130188429735395,0.8048455250297688
2900,relu,256,3,0.6,0.8643128317367333,0.9296842645418569,0.7548929973173005,0.7736943179179059
3000,relu,256,3,0.6,0.8302735991842155,0.9111935026020629,0.7325725727135823,0.7826069146739552
3500,relu,256,3,0.6,0.7601001176528513,0.8718372082291804,0.7219712293488482,0.8009806527684369
3600,relu,256,3,0.6,0.8192709623686576,0.905135880610562,0.7364693911040064,0.7854877688482974
3700,relu,256,3,0.6,0.8522507083782145,0.923174256778326,0.7447698838584547,0.7768525807063026
3800,relu,256,3,0.6,0.849031431751539,0.9214290161219902,0.7360035276553488,0.7776954937883019
3900,relu,256,3,0.6,0.7818089142947608,0.8841995896259853,0.6934914155442381,0.7952965718999889
4000,relu,256,3,0.6,1.0466554185188035,1.0230617862665008,0.8138338979412284,0.725950998648409
4100,relu,256,3,0.6,0.8304236428611357,0.9112758324794615,0.7396627527529812,0.782567628277409
4200,relu,256,3,0.6,0.7739084756766744,0.8797206804870933,0.7321647962106721,0.7973651679968687
4300,relu,256,3,0.6,0.7738529920103406,0.8796891451020301,0.729803658454523,0.7973796954555539
4400,relu,256,3,0.6,0.7944062498852055,0.8912947042842819,0.7271046555783186,0.7919981728498624
4500,relu,256,3,0.6,0.8049823551827181,0.8972080891201986,0.72565932656825,0.7892289987322962
4600,relu,256,3,0.6,0.9463910260060445,0.9728263082411189,0.7754481966687089,0.7522035323410455
4700,relu,256,3,0.6,0.8889867201822618,0.942860923032799,0.7553136373416472,0.7672338779599999
4800,relu,256,3,0.6,0.9527479350983113,0.9760880775310757,0.7838238463392526,0.7505390833183825
4900,relu,256,3,0.6,0.8505584086728313,0.9222572356305107,0.7438615761035382,0.7772956807333432
5000,relu,256,3,0.6,0.8658114048791844,0.9304898736037832,0.7533034766176088,0.7733019419115577
5500,relu,256,3,0.6,0.9210584882375956,0.9597179211818416,0.7757723747059503,0.758836428473155
6000,relu,256,3,0.6,0.784068944915505,0.8854766766637645,0.7202113991489957,0.7947048211445058
6500,relu,256,3,0.6,0.7859416975042949,0.8865335286971919,0.711684650706361,0.7942144725850317
7000,relu,256,3,0.6,0.8314537030287191,0.9118408320692374,0.7249772279557901,0.7822979244615554
50,relu,32,1,0.8,1.2421038131169815,1.1144971122066587,0.862676904802983,0.6747761454849843
100,relu,32,1,0.8,1.3615816327455117,1.166868301371458,0.9019032568039307,0.6434929011874477
150,relu,32,1,0.8,1.2560557046937546,1.120738910136413,0.896715325031462,0.6711230788826147
200,relu,32,1,0.8,1.1448746689179312,1.0699881629802879,0.8561078138583028,0.7002339507937532
250,relu,32,1,0.8,1.265742480085216,1.1250522121596027,0.8923976767056452,0.6685867607444982
300,relu,32,1,0.8,1.1604522762708376,1.0772429049526562,0.8562391986097636,0.6961552180389439
350,relu,32,1,0.8,1.1951496485978659,1.0932290009864658,0.8706744072438475,0.6870702985253155
400,relu,32,1,0.8,1.2516574493699977,1.118774977093248,0.8673010390514216,0.67227468757621
450,relu,32,1,0.8,1.3422901171616068,1.158572447955503,0.9243268282869511,0.6485440579356825
500,relu,32,1,0.8,1.0778239704093435,1.0381830139283457,0.8244396392106563,0.7177900410227696
550,relu,32,1,0.8,1.2917564705204503,1.136554649157026,0.8831768794392777,0.661775437768657
600,relu,32,1,0.8,1.3142368582238098,1.146401700201029,0.8885360472025806,0.6558893288438872
650,relu,32,1,0.8,1.192451180638006,1.091994130312982,0.8671041037947038,0.6877768466752552
700,relu,32,1,0.8,1.2643709487546315,1.1244425057576894,0.8629184829763996,0.6689458730032405
750,relu,32,1,0.8,0.9378557714932626,0.968429538734369,0.7705278696302601,0.7544383442324507
800,relu,32,1,0.8,1.2032343819986444,1.0969204082332704,0.8594876934807745,0.6849534479597179
850,relu,32,1,0.8,1.171041993127676,1.0821469369395618,0.8434240742696559,0.6933824799650135
900,relu,32,1,0.8,1.1677290231340296,1.080615113319275,0.8494966371194906,0.6942499250689155
950,relu,32,1,0.8,1.3969594810565802,1.1819304044894439,0.8986781109613584,0.6342298105579292
1000,relu,32,1,0.8,1.19218352437215,1.091871569541102,0.854871551318647,0.6878469279370206
1100,relu,32,1,0.8,1.0916881999051846,1.0448388392020966,0.8319469723585751,0.7141599272521635
1200,relu,32,1,0.8,1.0336765149948326,1.0166988320022958,0.8361475695638737,0.7293493048019436
1300,relu,32,1,0.8,1.1556488680324828,1.0750111013531363,0.8723214622689301,0.6974129091639447
1400,relu,32,1,0.8,1.3991897382363077,1.1828735089756248,0.9478607171625116,0.6336458554739087
1500,relu,32,1,0.8,1.1954700361847186,1.0933755238639278,0.8644811174369215,0.6869864104598941
1600,relu,32,1,0.8,1.1952663281430542,1.093282364324539,0.8608803014577742,0.687039747961805
1700,relu,32,1,0.8,0.9916053268909008,0.9957938174596691,0.7977840090188455,0.7403649331372688
1800,relu,32,1,0.8,1.3294630645834156,1.1530234449409151,0.8849706970130877,0.6519026044899174
1900,relu,32,1,0.8,1.163571232784267,1.078689590560819,0.8812072912348672,0.6953385720801679
2000,relu,32,1,0.8,1.245067752073763,1.1158260402382456,0.867179220826105,0.674000088248953
2100,relu,32,1,0.8,1.1356677706395082,1.0656771418396418,0.8538513463708945,0.7026446212341911
2200,relu,32,1,0.8,1.2319348429771693,1.1099256024514297,0.8865939476931143,0.6774387181543482
2300,relu,32,1,0.8,1.2267563436679432,1.107590332057816,0.8584830130643386,0.678794620525925
2400,relu,32,1,0.8,1.0286685686618509,1.0142329952539755,0.7852133206179971,0.7306605507641708
2500,relu,32,1,0.8,1.0477840867950219,1.023613250595664,0.8119785994292378,0.7256554759687551
2600,relu,32,1,0.8,1.1295495529703135,1.0628026876943404,0.8482739320013423,0.7042465729487939
2700,relu,32,1,0.8,1.2519338044045016,1.118898478149158,0.8715551542261164,0.6722023286891452
2800,relu,32,1,0.8,1.300804434774362,1.1405281385280952,0.883226014302781,0.6594063815117674
2900,relu,32,1,0.8,1.2909331785685756,1.1361924038509392,0.9174180276543771,0.6619910028278351
3000,relu,32,1,0.8,1.115327749343398,1.0560907865062539,0.8358802352494562,0.7079703114518536
3500,relu,32,1,0.8,1.4239526211408606,1.1932948592618928,0.9299772001421065,0.6271621138235929
3600,relu,32,1,0.8,1.033693481375326,1.0167071758256288,0.8318602019816398,0.7293448624424541
3700,relu,32,1,0.8,1.1298489309632154,1.0629435220006824,0.8446557085386667,0.7041681858898539
3800,relu,32,1,0.8,1.230341341397252,1.109207528552368,0.883245119539084,0.6778559495648984
3900,relu,32,1,0.8,1.3698762091149645,1.1704171090320599,0.9346497581244814,0.6413211067931667
4000,relu,32,1,0.8,1.0640770309744696,1.0315410951457384,0.8244280751462706,0.7213894443766447
4100,relu,32,1,0.8,1.2017006893613837,1.0962210951087301,0.8794480720180866,0.6853550194112052
4200,relu,32,1,0.8,1.3566700380422754,1.1647617945495445,0.9105044111420738,0.6447789191066695
4300,relu,32,1,0.8,1.2800757476875166,1.131404325467919,0.8945306489723118,0.6648338372865807
4400,relu,32,1,0.8,1.3303593894516559,1.1534120640307417,0.9071998520000094,0.6516679169980442
4500,relu,32,1,0.8,1.3025237342623948,1.1412816191731097,0.8984052735289711,0.6589562120487492
4600,relu,32,1,0.8,1.2848240513943852,1.1335007946156832,0.8863573510529009,0.663590574350224
4700,relu,32,1,0.8,1.1509098481837983,1.0728046645050524,0.8684595466148008,0.6986537412792126
4800,relu,32,1,0.8,0.9940668794029416,0.9970290263592839,0.8164573967944763,0.7397204172863368
4900,relu,32,1,0.8,1.1692124873388943,1.0813012935065296,0.8523689087527814,0.6938615050820784
5000,relu,32,1,0.8,1.189224886514607,1.0905158809089426,0.8618470293261441,0.6886215971699646
5500,relu,32,1,0.8,1.1664205272544244,1.0800095033167183,0.8742036270471982,0.6945925325620157
6000,relu,32,1,0.8,1.4078873584142761,1.1865442926474663,0.9189734302398185,0.6313685308819423
6500,relu,32,1,0.8,1.299624504345807,1.1400107474694294,0.9100349395538109,0.6597153263181368
7000,relu,32,1,0.8,1.2475751984123435,1.1169490581097885,0.872947461572492,0.6733435558765288
50,relu,64,1,0.8,1.248270141432785,1.1172601046456394,0.8858768032712458,0.6731615968120854
100,relu,64,1,0.8,1.272829811846807,1.128197594327699,0.8759562001176691,0.6667310629120061
150,relu,64,1,0.8,1.0612424537383431,1.0301662262656173,0.8031140918507749,0.7221316304362302
200,relu,64,1,0.8,1.0107386827175666,1.0053550033284595,0.8052465004913016,0.7353551878438056
250,relu,64,1,0.8,1.266062028146137,1.125194217966897,0.8775970499708442,0.6685030924947286
300,relu,64,1,0.8,1.3589271584842648,1.165730311214504,0.8766274463200036,0.6441879303322237
350,relu,64,1,0.8,1.294159044581001,1.1376111130702797,0.8891261991371895,0.6611463644267361
400,relu,64,1,0.8,1.332860033043226,1.1544955751509947,0.9055403471375596,0.6510131658097534
450,relu,64,1,0.8,1.3491201706124554,1.161516323868268,0.9034828923233499,0.6467557240731092
500,relu,64,1,0.8,1.2030053064765738,1.0968159856952184,0.8688933494984834,0.6850134275068992
550,relu,64,1,0.8,1.2441910292478973,1.1154331128525354,0.8827982063903587,0.6742296432778953
600,relu,64,1,0.8,1.07907324024806,1.0387845013514883,0.8363712350233435,0.7174629408657729
650,relu,64,1,0.8,1.2438713243219908,1.1152897938751125,0.8817701508010393,0.6743133526001054
700,relu,64,1,0.8,1.1659220664584666,1.0797787118009257,0.8745164022913023,0.694723046082443
750,relu,64,1,0.8,0.904871598154331,0.951247390616306,0.7666637249619148,0.7630746915956872
800,relu,64,1,0.8,1.1304863809108237,1.0632433309975773,0.8789731744027928,0.7040012804131679
850,relu,64,1,0.8,0.9789404263247348,0.9894141834058853,0.8114683954643862,0.7436810229324058
900,relu,64,1,0.8,1.1361627136685968,1.0659093365144132,0.8596532912268355,0.7025150287814623
950,relu,64,1,0.8,1.188076141670178,1.0899890557570648,0.8569895349631232,0.6889223765591059
1000,relu,64,1,0.8,0.9713264648825491,0.9855589606322643,0.78617067186182,0.7456746098308651
1100,relu,64,1,0.8,1.2420522235806908,1.1144739672063635,0.8691962514807406,0.6747896533316458
1200,relu,64,1,0.8,1.2506808098592463,1.1183384147293012,0.8845199549095304,0.6725304040974894
1300,relu,64,1,0.8,1.195284371398906,1.0932906161670402,0.8454691688983436,0.6870350236407345
1400,relu,64,1,0.8,1.2803699393060421,1.1315343297072529,0.8873283731115675,0.6647568081919653
1500,relu,64,1,0.8,1.2378793575789546,1.1126002685506393,0.8866045423409021,0.6758822476471351
1600,relu,64,1,0.8,1.136396648644917,1.0660190657980357,0.8517841872850668,0.7024537768684569
1700,relu,64,1,0.8,1.129153418729667,1.0626163083303715,0.8440831394252426,0.7043502939931123
1800,relu,64,1,0.8,1.3386246951972873,1.1569894965803653,0.8862517529691119,0.6495037866210558
1900,relu,64,1,0.8,1.2241211455449166,1.1064000838507364,0.889950367048508,0.679484602540255
2000,relu,64,1,0.8,1.2808157979735488,1.131731327645192,0.8850439397146249,0.6646400676483133
2100,relu,64,1,0.8,1.23025271880445,1.109167579225272,0.865065016103852,0.6778791538904336
2200,relu,64,1,0.8,1.2289338531535774,1.1085728903205136,0.8706634661291087,0.6782244765325789
2300,relu,64,1,0.8,1.3373508342585294,1.1564388588501033,0.9109339750421995,0.6498373255412684
2400,relu,64,1,0.8,1.1805225571274633,1.086518548910907,0.858293510099805,0.6909001547886261
2500,relu,64,1,0.8,1.1709237226313873,1.0820922893318237,0.8802190312719266,0.6934134470921347
2600,relu,64,1,0.8,1.1029861757049357,1.0502314867232536,0.8563481369929333,0.7112017435649307
2700,relu,64,1,0.8,1.1585795262576615,1.0763733210451016,0.8680152268742868,0.6966455659240371
2800,relu,64,1,0.8,1.1149829002930596,1.0559275071201903,0.8697500609922053,0.7080606043373537
2900,relu,64,1,0.8,1.0127933011779982,1.006376321848839,0.8419959767813251,0.7348172207848507
3000,relu,64,1,0.8,1.1636492257934263,1.0787257416940723,0.8505858336501197,0.6953181509311495
3500,relu,64,1,0.8,1.070830952440443,1.0348096213509241,0.8242589050127183,0.7196210443853882
3600,relu,64,1,0.8,1.001924619165977,1.000961847008155,0.8257686036241765,0.737663001161756
3700,relu,64,1,0.8,0.9859388753748756,0.992944547985876,0.7837173265638808,0.7418485975331133
3800,relu,64,1,0.8,1.1746028084849467,1.0837909431642925,0.8682124180591289,0.6924501407486949
3900,relu,64,1,0.8,0.9916326942332536,0.9958075588351665,0.8081552547953698,0.7403577674620058
4000,relu,64,1,0.8,1.1386789965658122,1.0670890293531332,0.845009093831739,0.7018561827057637
4100,relu,64,1,0.8,1.1735063786786,1.0832849942090954,0.8684934341533399,0.6927372223308135
4200,relu,64,1,0.8,0.9280415457871573,0.9633491297484819,0.7815770986035258,0.7570080330777094
4300,relu,64,1,0.8,1.2721413665910266,1.1278924446023328,0.8898746921586956,0.6669113206467807
4400,relu,64,1,0.8,1.2496327018930096,1.1178697159745448,0.8624088598742029,0.6728048334238692
4500,relu,64,1,0.8,1.3574065492894776,1.165077915544483,0.8807452186750078,0.6445860761058033
4600,relu,64,1,0.8,1.070399012522221,1.0346008952838872,0.8191683300538973,0.7197341405401858
4700,relu,64,1,0.8,1.077326376082815,1.0379433395339146,0.825677562377959,0.7179203276728463
4800,relu,64,1,0.8,1.3484235567976648,1.1612164125595472,0.9151664177136626,0.6469381206067661
4900,relu,64,1,0.8,1.0933352941577923,1.0456267470554645,0.8332320961474551,0.7137286635075992
5000,relu,64,1,0.8,1.2333128675718594,1.1105462023580377,0.8850834373740372,0.6770779057443315
5500,relu,64,1,0.8,1.1667132625007548,1.0801450191991604,0.8378975483390507,0.6945158847938029
6000,relu,64,1,0.8,0.9932965259354258,0.996642626990952,0.8016274745212992,0.7399221212996396
6500,relu,64,1,0.8,1.0493012608072865,1.0243540700398892,0.8194748886852324,0.7252582296395611
7000,relu,64,1,0.8,1.243533667967325,1.1151384075384208,0.8819027512350783,0.6744017622000167
50,relu,128,1,0.8,1.1427825903330124,1.0690100983306998,0.8353928669912959,0.7007817261521012
100,relu,128,1,0.8,0.96469997642496,0.9821914153692038,0.7883387922862982,0.7474096436463304
150,relu,128,1,0.8,0.9919897231967828,0.9959868087463724,0.8064343274330708,0.7402642854724439
200,relu,128,1,0.8,0.9702372052781589,0.9850061955531848,0.8064727118734827,0.7459598140169936
250,relu,128,1,0.8,1.1322523248920777,1.0640734584097462,0.853963578679405,0.703538897879296
300,relu,128,1,0.8,1.199960696511315,1.0954271753573193,0.8658392878505761,0.6858106070807317
350,relu,128,1,0.8,1.048896232610688,1.0241563516429941,0.8169354378427873,0.7253642794156698
400,relu,128,1,0.8,0.9528969511936447,0.9761644078707463,0.7807578314550464,0.7505000659766778
450,relu,128,1,0.8,0.8859702271483318,0.9412599147676118,0.7753751732682622,0.7680236955913866
500,relu,128,1,0.8,1.098285471479097,1.0479911600195382,0.8103888133326685,0.7124325433830441
550,relu,128,1,0.8,1.328739878114455,1.152709797873886,0.8840534995123993,0.652091958623191
600,relu,128,1,0.8,1.2799232003254675,1.131336908407689,0.8710709999700708,0.6648737792306902
650,relu,128,1,0.8,1.3886842822238248,1.1784244915240962,0.9170944860991106,0.6363965312722897
700,relu,128,1,0.8,1.1910862984810604,1.0913690019791933,0.8390373525470072,0.6881342179604513
750,relu,128,1,0.8,1.2538659738555151,1.1197615700922743,0.8760680740439657,0.6716964228302317
800,relu,128,1,0.8,1.064548183209475,1.0317694428550765,0.8233399820071323,0.7212660811405659
850,relu,128,1,0.8,1.0933567760152805,1.0456370192448623,0.830206298727929,0.713723038846906
900,relu,128,1,0.8,1.0962072780670615,1.0469991776821324,0.8342273085766654,0.71297668314395
950,relu,128,1,0.8,1.1282573219231835,1.0621945781838578,0.8538809323432001,0.7045849217708757
1000,relu,128,1,0.8,1.2684762652249113,1.126266516071978,0.8789751254141789,0.6678709653889421
1100,relu,128,1,0.8,1.2510084484604482,1.1184848896880315,0.870743116135062,0.6724446174767211
1200,relu,128,1,0.8,1.1749788720142778,1.0839644237770343,0.8582269902260999,0.6923516748803351
1300,relu,128,1,0.8,1.1953187761595911,1.093306350553033,0.8554445433301668,0.6870260153366253
1400,relu,128,1,0.8,0.9611030876971899,0.9803586525844457,0.7797580422896901,0.7483514280639882
1500,relu,128,1,0.8,1.2541343323388539,1.1198813920852753,0.8828424356679135,0.6716261577047071
1600,relu,128,1,0.8,1.200738121489972,1.095781968043813,0.8625899356823634,0.685607051511958
1700,relu,128,1,0.8,0.9959343764297579,0.9979651178421809,0.8117084444239147,0.7392314448067883
1800,relu,128,1,0.8,1.1724974946476232,1.0828192345205285,0.8478634026627361,0.6930013815338109
1900,relu,128,1,0.8,1.2097534676550061,1.0998879341346581,0.8674669403993098,0.6832465357494132
2000,relu,128,1,0.8,0.9422443578297189,0.9706927206020034,0.7825679616493716,0.7532892671994831
2100,relu,128,1,0.8,1.2709941384774348,1.1273837582994686,0.8952366218565458,0.6672117029056308
2200,relu,128,1,0.8,1.3423437417534343,1.1585955902528864,0.8761889952471581,0.6485300172441826
2300,relu,128,1,0.8,1.1579727865458311,1.0760914396768664,0.8498632024172584,0.6968044304454121
2400,relu,128,1,0.8,1.1974344372950838,1.0942734746374345,0.8712178270283542,0.6864720652866646
2500,relu,128,1,0.8,1.0391592538426395,1.0193916096587412,0.8159500033280187,0.7279137424579971
2600,relu,128,1,0.8,1.1107262359796464,1.053909975272863,0.8468345397638368,0.7091751398220414
2700,relu,128,1,0.8,1.2545467918684003,1.1200655301670526,0.8918144639710682,0.6715181621598791
2800,relu,128,1,0.8,0.9592566756208065,0.9794164975232991,0.7772104850805762,0.7488348798062364
2900,relu,128,1,0.8,1.3188540239222197,1.148413698943991,0.9093856240904263,0.6546804021748649
3000,relu,128,1,0.8,1.3276066967105575,1.1522181636784579,0.904206583933704,0.6523886629889197
3500,relu,128,1,0.8,1.105382174191938,1.0513715680918607,0.8635479466841892,0.7105743919256183
3600,relu,128,1,0.8,1.0609190628053164,1.0300092537474197,0.8262886319277003,0.7222163048770003
3700,relu,128,1,0.8,0.954508938351495,0.9769897329816188,0.7868356629359905,0.7500779944305087
3800,relu,128,1,0.8,1.039164688343817,1.0193942752163252,0.811253348231039,0.7279123195258705
3900,relu,128,1,0.8,0.9171398568564395,0.9576741913910176,0.775087603810788,0.7598624557574647
4000,relu,128,1,0.8,0.9334953454337956,0.9661756286689267,0.7792215017443722,0.7555800479736452
4100,relu,128,1,0.8,1.047753944425331,1.0235985269749712,0.810624674222006,0.7256633682379452
4200,relu,128,1,0.8,1.252414879580956,1.119113434635183,0.8810830221459035,0.6720763672988446
4300,relu,128,1,0.8,1.338045263970639,1.1567390647724487,0.9032028339902384,0.6496555008779215
4400,relu,128,1,0.8,1.0623421660254868,1.0306998428376162,0.8280530811409185,0.7218436893920877
4500,relu,128,1,0.8,1.3735251637908517,1.1719748989593812,0.9207058715288322,0.6403656897884764
4600,relu,128,1,0.8,0.965339184542412,0.9825167604384222,0.7837233655014932,0.7472422778226371
4700,relu,128,1,0.8,1.3245264449275334,1.1508807257607252,0.897175404074038,0.6531951747693143
4800,relu,128,1,0.8,1.0078597571547485,1.0039221868027166,0.8256076934266484,0.7361089857619135
4900,relu,128,1,0.8,1.1020685338192269,1.0497945198081513,0.8245620179675303,0.7114420125569287
5000,relu,128,1,0.8,1.1759684428042354,1.0844207867816973,0.849587640467652,0.6920925725225234
5500,relu,128,1,0.8,0.9692672428036507,0.9845137087941694,0.7920172943980898,0.7462137822693758
6000,relu,128,1,0.8,0.9226675291445583,0.9605558438448846,0.7873425217960456,0.7584151283529006
6500,relu,128,1,0.8,1.2047105697207996,1.0975930802081433,0.8498444277535093,0.6845669331966868
7000,relu,128,1,0.8,1.0097529252937072,1.0048646303327167,0.8089913859263211,0.7356132917362651
50,relu,256,1,0.8,1.1299797346830984,1.0630050492274712,0.8249894291300154,0.7041339371503232
100,relu,256,1,0.8,1.1609100620063515,1.0774553642756397,0.8395336824684804,0.6960353545944609
150,relu,256,1,0.8,1.3089731151702828,1.1441036295590896,0.9130421609563409,0.6572675508467234
200,relu,256,1,0.8,1.0248196400038436,1.012333759193994,0.8052352861973926,0.7316683275704985
250,relu,256,1,0.8,1.1381060342502283,1.0668205257915824,0.8289958903936905,0.7020062031877863
300,relu,256,1,0.8,1.127056406429471,1.0616291284763577,0.8380543993116661,0.7048993611612773
350,relu,256,1,0.8,1.3184091208911957,1.1482199793119765,0.8989746135816535,0.6547968925012828
400,relu,256,1,0.8,0.9166232948786973,0.9574044573108573,0.7718786266805409,0.7599977087658873
450,relu,256,1,0.8,1.2305951068835876,1.1093219130998844,0.8967409488171463,0.677789505368578
500,relu,256,1,0.8,0.9613283164794656,0.9804735164600141,0.7899671988360487,0.7482924557204966
550,relu,256,1,0.8,0.9459689094780962,0.972609330347029,0.805156857526571,0.7523140564074111
600,relu,256,1,0.8,1.1495301003950866,1.0721614152706143,0.8570076037100973,0.6990150048784101
650,relu,256,1,0.8,1.3192534162434593,1.1485875744772183,0.9088971955562762,0.6545758280573027
700,relu,256,1,0.8,1.264033584661157,1.1242924818129654,0.8882802261449703,0.6690342060795067
750,relu,256,1,0.8,1.1290802244426243,1.0625818671719485,0.8284814434693105,0.7043694586779874
800,relu,256,1,0.8,1.1710558673117242,1.0821533474104879,0.8471054424416247,0.6933788472448119
850,relu,256,1,0.8,1.3258525116087807,1.151456691156372,0.8922836085940337,0.6528479666592797
900,relu,256,1,0.8,0.9733058604310377,0.9865626490147688,0.8135128186371168,0.7451563386178706
950,relu,256,1,0.8,1.0913221938218751,1.0446636749795961,0.8293547034271582,0.7142557597485563
1000,relu,256,1,0.8,1.1699784157450341,1.0816554052677934,0.8366818972516681,0.69366095969618
1100,relu,256,1,0.8,1.0762032500087155,1.0374021640659497,0.8397980919632001,0.7182143992207053
1200,relu,256,1,0.8,0.9200136321782001,0.9591734109003439,0.7716154065250324,0.7591100063427836
1300,relu,256,1,0.8,1.0554078793238195,1.027330462569771,0.8125504383271841,0.7236593149667079
1400,relu,256,1,0.8,1.3106963926498372,1.144856494347583,0.8937421943022376,0.6568163398139731
1500,relu,256,1,0.8,1.0224848589911995,1.0111799340331074,0.8046797118143136,0.7322796504505684
1600,relu,256,1,0.8,1.22630666752534,1.1073873159492753,0.8802909669162888,0.6789123606108007
1700,relu,256,1,0.8,0.9820388396933897,0.9909787281740157,0.8061599167140235,0.7428697558482914
1800,relu,256,1,0.8,1.2035901084312155,1.0970825440372367,0.876813146477313,0.6848603070158357
1900,relu,256,1,0.8,1.0838721925872907,1.041091827163815,0.8139815507646222,0.7162064164425188
2000,relu,256,1,0.8,0.9447543516901029,0.9719847486921299,0.7724294177414295,0.7526320678016045
2100,relu,256,1,0.8,0.8912760323169137,0.9440741667458726,0.7705718785748056,0.7666344603358393
2200,relu,256,1,0.8,0.9689590309695741,0.9843571663626847,0.7939934130158322,0.7462944823200697
2300,relu,256,1,0.8,1.204599138122781,1.09754231723555,0.8711339539269153,0.6845961096740791
2400,relu,256,1,0.8,1.2540584965559167,1.1198475327275212,0.8748014274645419,0.6716460140205613
2500,relu,256,1,0.8,1.077669452004454,1.038108593551009,0.8302727749488898,0.7178304990510769
2600,relu,256,1,0.8,0.975073834004625,0.9874582695003495,0.7802730241466304,0.7446934246696073
2700,relu,256,1,0.8,0.9429478599194356,0.9710550241461272,0.7842665315902394,0.753105067087656
2800,relu,256,1,0.8,0.9333660371999886,0.9661087087900556,0.7868961017850911,0.7556139051454654
2900,relu,256,1,0.8,1.0528628711860832,1.0260910637882406,0.8081372280614125,0.7243256822603156
3000,relu,256,1,0.8,0.9108931764740092,0.9544072382762032,0.7729647820154838,0.7614980432586408
3500,relu,256,1,0.8,1.1402949466989036,1.067845937717096,0.8629349542437985,0.7014330735216212
3600,relu,256,1,0.8,1.0070702219191814,1.003528884446871,0.8133540621249106,0.7363157121964312
3700,relu,256,1,0.8,1.1005119251378257,1.0490528705159838,0.8298799594796751,0.7118495841866033
3800,relu,256,1,0.8,1.1938451038198463,1.0926321905471421,0.8636634600623417,0.687411871489358
